Generated data
------------------------
Period	Type	Category	Account	Cost Centre	Description	Amount
3/10/1966	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1966	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1966	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1966	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1966	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1966	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1965	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1965	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1964	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1964	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1963	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1963	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1962	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1962	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1961	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1961	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1960	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1960	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1959	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1959	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1958	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1958	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1957	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1957	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1956	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1956	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1955	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1955	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1954	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1954	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1953	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1953	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/9/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/9/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/10/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/10/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/11/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/11/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/12/1952	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/12/1952	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/1/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/1/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/2/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/2/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/3/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/3/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/4/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/4/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/5/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/5/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/6/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/6/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/7/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/7/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
3/8/1951	Budget	Expenditure	Rent	Administration	Rent monthly transactions	4750
3/8/1951	Budget	Expenditure	Salaries	Administration	Salaries monthly transactions	6575
